LotArea,Neighborhood,OverallQual,YearBuilt,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,SalePrice
6130,BrkSide,5,1924,MetalSd,TA,BrkTil,TA,ALQ,784,0,784,Gd,SBrkr,784,0,0,784,1,1,Gd,5,0,NA,NA,NA,0,NA,0,0,109500
8529,SawyerW,7,2001,VinylSd,Gd,PConc,Gd,GLQ,20,1434,1454,Ex,SBrkr,1434,0,0,1434,0,2,Gd,6,1,TA,Attchd,RFn,527,TA,290,39,189000
11443,Timber,8,2005,VinylSd,Gd,PConc,Ex,GLQ,1460,408,1868,Ex,SBrkr,2028,0,0,2028,1,2,Gd,7,2,Gd,Attchd,RFn,880,TA,326,66,369900
10267,BrkSide,6,1918,Stucco,TA,BrkTil,TA,Rec,210,0,816,Ex,SBrkr,838,0,0,838,1,1,Fa,5,0,NA,Detchd,Fin,275,TA,0,0,130000
8740,Sawyer,5,1982,HdBoard,TA,CBlock,TA,ALQ,672,168,840,TA,SBrkr,860,0,0,860,1,1,TA,4,0,NA,Detchd,Unf,528,TA,0,0,137000
25095,ClearCr,5,1968,Wd Sdng,TA,CBlock,TA,GLQ,1324,113,1437,Ex,SBrkr,1473,0,0,1473,2,1,Ex,5,2,Gd,Attchd,Unf,452,TA,0,48,143000
9100,BrkSide,5,1930,VinylSd,TA,BrkTil,TA,Unf,0,742,742,TA,FuseA,779,0,156,935,0,1,TA,4,0,NA,Detchd,Unf,308,TA,0,0,79500
8320,CollgCr,7,2004,VinylSd,Gd,PConc,Gd,GLQ,490,280,770,Ex,SBrkr,770,812,0,1582,0,2,Gd,6,0,NA,Attchd,RFn,520,TA,0,45,185900
13478,NridgHt,10,2008,CemntBd,Ex,PConc,Ex,GLQ,1338,384,1722,Ex,SBrkr,1728,568,0,2296,1,2,Ex,10,1,Gd,BuiltIn,RFn,842,TA,382,274,451950
6600,Mitchel,5,1982,HdBoard,TA,PConc,TA,GLQ,816,0,816,Ex,SBrkr,816,0,0,816,1,1,TA,4,0,NA,Detchd,Fin,816,TA,0,0,138000
4435,CollgCr,6,2003,VinylSd,Gd,PConc,Gd,GLQ,685,163,848,Ex,SBrkr,848,0,0,848,1,1,Gd,4,0,NA,Attchd,Fin,420,TA,140,0,140000
7990,CollgCr,5,1975,HdBoard,TA,CBlock,Gd,Unf,0,924,924,TA,SBrkr,924,0,0,924,0,1,TA,5,0,NA,Detchd,Unf,280,TA,0,0,110000
11302,StoneBr,8,2005,VinylSd,Gd,PConc,Gd,GLQ,1422,392,1814,Ex,SBrkr,1826,0,0,1826,1,2,Gd,7,1,TA,Attchd,Fin,758,TA,180,75,319000
9020,NAmes,6,1964,Plywood,TA,CBlock,TA,GLQ,624,288,1248,TA,SBrkr,1350,0,0,1350,1,1,TA,6,0,NA,Attchd,RFn,520,TA,176,0,168500
9000,OldTown,5,1880,VinylSd,TA,BrkTil,Fa,Unf,0,636,636,TA,FuseA,1089,661,0,1750,0,1,Ex,8,0,NA,Detchd,Unf,240,Fa,0,0,124000
4590,NridgHt,8,2006,VinylSd,Gd,PConc,Gd,GLQ,24,1530,1554,Ex,SBrkr,1554,0,0,1554,0,2,Gd,6,1,Gd,Attchd,RFn,627,TA,156,73,209500
11900,NWAmes,7,1977,Plywood,TA,CBlock,TA,ALQ,822,564,1386,TA,SBrkr,1411,0,0,1411,0,2,TA,6,1,TA,Attchd,Fin,544,TA,192,0,82500
9250,NAmes,5,1954,Wd Sdng,TA,CBlock,TA,BLQ,480,108,1056,TA,SBrkr,1056,0,0,1056,0,1,TA,6,0,NA,Attchd,Unf,260,TA,390,0,139400
6979,OldTown,6,1980,Plywood,TA,CBlock,TA,GLQ,1056,0,1056,Gd,SBrkr,1056,0,0,1056,2,0,TA,4,0,NA,Detchd,Unf,576,TA,264,56,144000
10896,SWISU,6,1914,VinylSd,Fa,CBlock,TA,LwQ,256,1184,1440,Ex,FuseA,1440,1440,515,3395,0,2,Fa,14,0,NA,NA,NA,0,NA,0,110,200000
6120,BrkSide,2,1936,AsbShng,Fa,BrkTil,TA,Unf,0,264,264,Fa,FuseA,800,0,0,800,0,1,Fa,4,1,Po,NA,NA,0,NA,0,0,60000
6000,OldTown,5,1954,Wd Sdng,TA,CBlock,TA,Unf,0,811,811,TA,FuseA,811,576,0,1387,0,2,Gd,7,0,NA,BuiltIn,Unf,256,TA,0,0,93000
8777,Edwards,5,1910,MetalSd,TA,CBlock,Fa,Unf,0,796,796,Gd,FuseA,796,0,0,796,0,1,TA,4,0,NA,NA,NA,0,NA,328,0,85000
3982,Blmngtn,8,2006,VinylSd,Gd,PConc,Gd,GLQ,1154,366,1520,Ex,SBrkr,1567,0,0,1567,1,2,Ex,7,1,Gd,Attchd,Fin,648,TA,312,0,264561
14442,Crawfor,6,1957,CemntBd,TA,PConc,TA,GLQ,1186,291,1477,Ex,SBrkr,1839,0,0,1839,1,2,Gd,7,2,TA,Attchd,Fin,416,TA,0,87,257500
9200,NAmes,6,1965,HdBoard,TA,CBlock,TA,Rec,892,244,1136,TA,SBrkr,1136,0,0,1136,1,1,TA,5,1,Gd,Attchd,RFn,384,TA,426,0,140000
2289,NPkVill,6,1978,Plywood,TA,CBlock,TA,ALQ,311,544,855,TA,SBrkr,855,586,0,1441,0,2,TA,7,1,TA,Attchd,Unf,440,TA,28,0,148500
9600,OldTown,4,1900,AsbShng,TA,BrkTil,TA,Unf,0,1095,1095,Fa,SBrkr,1095,679,0,1774,1,2,TA,8,0,NA,2Types,Unf,779,Fa,0,0,87000
9022,OldTown,5,1924,VinylSd,Gd,BrkTil,TA,Unf,0,768,768,Ex,SBrkr,792,0,0,792,0,1,Gd,5,0,NA,Detchd,Unf,240,Fa,316,0,109500
11844,StoneBr,8,2008,VinylSd,Gd,PConc,Ex,Unf,0,2046,2046,Ex,SBrkr,2046,0,0,2046,0,2,Gd,7,1,Gd,Attchd,Fin,834,TA,322,82,372500
9945,Sawyer,5,1961,Wd Sdng,TA,CBlock,TA,Rec,827,161,988,TA,SBrkr,988,0,0,988,1,1,TA,5,0,NA,Detchd,Unf,572,TA,0,0,128500
8012,SawyerW,6,1980,Plywood,TA,CBlock,Gd,BLQ,543,261,923,TA,SBrkr,923,0,0,923,0,2,TA,5,1,TA,Attchd,RFn,264,TA,80,0,143000
4500,SWISU,5,1932,VinylSd,TA,BrkTil,TA,Rec,182,611,793,Ex,SBrkr,848,672,0,1520,0,1,TA,6,0,NA,Detchd,Unf,281,TA,0,0,159434
2887,ClearCr,6,1996,Wd Sdng,TA,PConc,Gd,GLQ,1003,288,1291,Ex,SBrkr,1291,0,0,1291,1,1,Gd,6,1,Gd,Attchd,Unf,431,TA,307,0,173000
12677,NridgHt,8,2003,MetalSd,Ex,PConc,Ex,GLQ,1218,300,1518,Ex,SBrkr,1518,0,0,1518,0,1,Ex,6,1,Gd,Attchd,RFn,588,TA,185,140,274000
7050,Somerst,7,2001,VinylSd,Gd,PConc,Gd,GLQ,738,319,1057,Ex,SBrkr,1057,872,0,1929,1,2,Gd,7,1,TA,Attchd,Fin,650,TA,0,235,226000
13860,NAmes,8,1972,Plywood,Gd,CBlock,Gd,GLQ,1410,542,1952,Gd,SBrkr,2000,704,0,2704,1,2,Ex,9,3,TA,Attchd,Fin,538,TA,269,111,345000
10793,NWAmes,5,1969,WdShing,TA,CBlock,TA,Rec,493,0,780,Ex,SBrkr,780,840,0,1620,0,2,TA,7,0,NA,Attchd,Fin,462,TA,208,0,152000
9187,Somerst,9,2009,CemntBd,Ex,PConc,Ex,GLQ,1121,645,1766,Ex,SBrkr,1766,0,0,1766,1,2,Ex,7,1,Gd,Attchd,Fin,478,TA,195,130,370878
10530,NAmes,6,1971,Plywood,TA,CBlock,TA,ALQ,282,664,981,TA,SBrkr,981,0,0,981,1,1,TA,5,0,NA,Detchd,Unf,576,TA,0,312,143250
7200,NAmes,5,1950,MetalSd,TA,CBlock,NA,NA,0,0,0,Gd,SBrkr,1048,0,0,1048,0,1,TA,7,0,NA,Detchd,Unf,420,TA,0,27,98300
10452,Edwards,6,1953,Wd Sdng,TA,CBlock,TA,Rec,500,594,1094,Ex,SBrkr,1094,0,0,1094,0,1,TA,5,2,Gd,Attchd,RFn,495,TA,0,0,155000
7700,NAmes,6,1966,MetalSd,TA,CBlock,TA,Unf,0,756,756,TA,SBrkr,1051,788,0,1839,0,1,TA,7,1,TA,Attchd,Unf,442,TA,0,124,155000
1936,MeadowV,4,1970,CemntBd,TA,CBlock,Gd,BLQ,131,0,630,Gd,SBrkr,630,0,0,630,1,1,TA,3,0,NA,NA,NA,0,NA,0,0,84500
8125,Somerst,7,2007,CemntBd,Gd,PConc,Gd,Unf,0,813,813,Ex,SBrkr,822,843,0,1665,0,2,Gd,7,0,NA,Attchd,RFn,562,TA,0,0,205950
16770,NoRidge,7,1998,VinylSd,Gd,PConc,Gd,Unf,0,1195,1195,Gd,SBrkr,1195,644,0,1839,0,2,TA,7,0,NA,Attchd,Fin,486,TA,0,81,221000
5062,StoneBr,7,1984,HdBoard,Gd,CBlock,Gd,GLQ,828,180,1190,Gd,SBrkr,1190,900,0,2090,1,2,Gd,6,1,TA,Attchd,Fin,577,TA,219,0,207500
10207,Somerst,7,2007,VinylSd,Gd,PConc,Gd,Unf,0,874,874,Ex,SBrkr,874,887,0,1761,0,3,Gd,7,0,NA,Attchd,Fin,578,TA,144,105,227875
5105,Somerst,7,2004,MetalSd,Gd,PConc,Gd,GLQ,239,312,551,Ex,SBrkr,551,551,0,1102,0,2,Gd,4,0,NA,Detchd,Unf,480,TA,0,60,148800
8089,StoneBr,8,2007,MetalSd,Gd,PConc,Gd,GLQ,945,474,1419,Ex,SBrkr,1419,0,0,1419,1,2,Gd,7,1,Gd,Attchd,RFn,567,TA,140,0,392000
7577,NridgHt,6,2005,VinylSd,Gd,PConc,Gd,ALQ,20,1342,1362,Ex,SBrkr,1362,0,0,1362,0,2,Gd,6,1,Gd,Attchd,RFn,460,TA,192,28,194700
11214,Gilbert,7,1998,VinylSd,Gd,PConc,Gd,Unf,0,930,930,Gd,SBrkr,956,930,0,1886,0,2,Gd,10,1,TA,Attchd,Fin,431,TA,89,0,199900
8600,IDOTRR,6,1937,MetalSd,TA,BrkTil,TA,Unf,0,780,780,TA,SBrkr,780,596,0,1376,0,2,TA,7,1,Gd,Detchd,Unf,198,TA,0,0,119500
6000,OldTown,3,1948,MetalSd,TA,CBlock,TA,ALQ,331,318,649,Ex,SBrkr,679,504,0,1183,0,1,TA,6,0,NA,Detchd,Unf,308,TA,0,176,120000
5684,OldTown,6,1930,Wd Sdng,TA,BrkTil,TA,Unf,0,813,813,Ex,FuseA,813,0,0,813,0,1,Gd,5,0,NA,Detchd,Unf,270,Fa,0,113,110000
70761,ClearCr,7,1975,Plywood,TA,CBlock,Gd,ALQ,655,878,1533,TA,SBrkr,1533,0,0,1533,1,2,Gd,5,2,TA,Attchd,Unf,576,TA,200,54,280000
9303,Timber,6,1996,VinylSd,Gd,PConc,Ex,ALQ,742,130,872,Ex,SBrkr,888,868,0,1756,1,2,TA,7,0,NA,Attchd,Fin,422,TA,144,122,204000
9000,Somerst,8,2008,VinylSd,Gd,PConc,Gd,Unf,0,768,768,Ex,SBrkr,786,804,0,1590,0,2,Gd,6,0,NA,Attchd,RFn,676,TA,0,30,210000
9297,Mitchel,5,1976,Plywood,TA,CBlock,TA,ALQ,1606,122,1728,TA,SBrkr,1728,0,0,1728,2,2,TA,8,0,NA,Detchd,Unf,560,TA,0,0,188000
9600,NWAmes,7,1973,HdBoard,TA,CBlock,TA,ALQ,916,326,1242,Fa,SBrkr,1242,0,0,1242,0,1,TA,6,1,TA,Attchd,Unf,528,TA,0,0,175500
4571,OldTown,5,1916,AsbShng,TA,BrkTil,TA,Unf,0,624,624,Fa,SBrkr,624,720,0,1344,0,1,TA,7,0,NA,Detchd,Unf,513,Fa,0,0,98000
53227,ClearCr,4,1954,Plywood,TA,CBlock,Gd,BLQ,1116,248,1364,Ex,SBrkr,1663,0,0,1663,1,1,Gd,6,2,Gd,Attchd,Fin,529,TA,224,137,256000
9490,NAmes,6,1941,Wd Sdng,TA,CBlock,TA,BLQ,403,238,806,TA,FuseA,958,620,0,1578,1,1,Fa,5,2,TA,Attchd,Unf,240,TA,0,0,133000
15578,Gilbert,6,2006,VinylSd,Gd,PConc,Gd,Unf,0,728,728,Gd,SBrkr,728,728,0,1456,0,2,TA,8,0,NA,Attchd,RFn,429,TA,0,0,172785
7931,NAmes,5,1960,BrkFace,TA,CBlock,TA,BLQ,374,363,1269,TA,FuseA,1269,0,0,1269,0,1,TA,6,1,Fa,Detchd,Unf,308,TA,0,0,155000
5784,OldTown,5,1938,MetalSd,TA,BrkTil,Fa,Unf,0,190,190,Gd,FuseA,886,0,0,886,0,1,TA,4,0,NA,Attchd,Unf,273,TA,144,20,91300
7879,IDOTRR,4,1920,Wd Sdng,TA,CBlock,TA,Rec,495,225,720,TA,FuseA,720,0,0,720,0,1,TA,4,0,NA,NA,NA,0,NA,0,523,34900
12692,NoRidge,8,1992,BrkFace,Gd,PConc,Gd,GLQ,1231,1969,3200,Ex,SBrkr,3228,0,0,3228,1,3,Gd,10,1,Gd,Attchd,RFn,546,TA,264,75,430000
9120,BrkSide,7,1925,Wd Sdng,TA,PConc,TA,Rec,329,697,1026,Ex,SBrkr,1133,687,0,1820,1,2,TA,8,0,NA,Detchd,Unf,240,TA,0,100,184000
7800,Sawyer,5,1967,HdBoard,TA,PConc,TA,ALQ,450,414,864,Ex,SBrkr,899,0,0,899,0,1,Gd,5,0,NA,Attchd,Fin,288,TA,64,0,130000
7535,NAmes,5,1958,MetalSd,TA,CBlock,TA,BLQ,111,522,912,Fa,SBrkr,912,0,0,912,0,1,TA,5,0,NA,Attchd,Fin,297,TA,12,285,120000
1890,BrDale,6,1973,HdBoard,TA,CBlock,TA,BLQ,356,316,672,TA,SBrkr,672,546,0,1218,0,1,TA,7,0,NA,Detchd,Unf,264,TA,144,28,113000
9803,Somerst,7,2005,VinylSd,Gd,PConc,Gd,GLQ,400,466,866,Gd,SBrkr,866,902,0,1768,0,2,Gd,7,0,NA,Attchd,RFn,603,TA,0,108,226700
7000,Edwards,5,1910,MetalSd,TA,CBlock,Gd,GLQ,969,148,1117,TA,SBrkr,820,527,0,1347,1,1,TA,5,0,NA,NA,NA,0,NA,85,0,107500
8924,CollgCr,7,1998,VinylSd,TA,PConc,Gd,Unf,0,880,880,Ex,SBrkr,880,844,0,1724,0,2,Gd,8,0,NA,Attchd,Fin,527,TA,120,155,188000
12735,NAmes,4,1972,MetalSd,TA,CBlock,TA,BLQ,600,264,864,TA,SBrkr,864,0,0,864,0,1,TA,5,0,NA,Detchd,Unf,576,TA,216,0,111250
11553,Sawyer,5,1968,Plywood,TA,CBlock,TA,BLQ,673,378,1051,TA,SBrkr,1159,0,0,1159,0,1,TA,7,1,Fa,Attchd,Unf,336,TA,466,0,158000
11423,CollgCr,8,2001,VinylSd,Gd,PConc,Gd,GLQ,1358,223,1581,Ex,SBrkr,1601,0,0,1601,1,2,Gd,6,1,TA,Attchd,RFn,670,TA,180,0,272000
14601,Timber,9,2006,VinylSd,Ex,PConc,Ex,GLQ,1260,578,1838,Ex,SBrkr,1838,0,0,1838,1,2,Ex,8,1,Gd,Attchd,Fin,765,TA,270,68,315000
11000,NoRidge,8,2000,VinylSd,Gd,PConc,Gd,Unf,0,969,969,Ex,SBrkr,997,1288,0,2285,0,2,Gd,8,1,TA,BuiltIn,Fin,648,TA,0,56,248000
10140,NWAmes,7,1998,VinylSd,Gd,PConc,Ex,LwQ,144,379,1650,Ex,SBrkr,1680,0,0,1680,1,2,Gd,7,1,TA,Attchd,Fin,583,TA,78,73,213250
4058,NAmes,7,1998,MetalSd,TA,PConc,Gd,GLQ,584,0,723,Ex,SBrkr,767,0,0,767,1,1,TA,4,0,NA,Attchd,Fin,367,TA,120,40,133000
17104,Gilbert,7,2006,VinylSd,Gd,PConc,Gd,GLQ,554,100,654,Ex,SBrkr,664,832,0,1496,1,2,Gd,7,1,Gd,Attchd,RFn,426,TA,100,24,179665
13837,NWAmes,7,1988,HdBoard,Gd,PConc,Gd,GLQ,1002,0,1204,Gd,SBrkr,1377,806,0,2183,0,2,Gd,9,0,NA,Attchd,Unf,786,TA,0,0,229000
12378,NridgHt,9,2003,VinylSd,Gd,PConc,Ex,GLQ,1274,622,1896,Ex,SBrkr,1944,0,0,1944,1,2,Ex,8,3,Ex,Attchd,Fin,708,TA,208,175,360000
7685,Gilbert,6,1993,HdBoard,TA,PConc,Gd,ALQ,518,179,697,Gd,SBrkr,697,804,0,1501,0,2,Gd,6,1,TA,Attchd,Fin,420,TA,190,63,165600
8000,NAmes,6,1948,VinylSd,TA,CBlock,TA,ALQ,680,292,972,Ex,SBrkr,972,0,0,972,1,1,TA,5,1,Gd,Detchd,Unf,240,TA,0,0,132000
7800,OldTown,5,1939,MetalSd,TA,CBlock,Gd,Rec,507,286,793,TA,SBrkr,793,325,0,1118,1,1,TA,5,1,Gd,Detchd,Unf,410,TA,0,0,119900
215245,Timber,7,1965,BrkFace,TA,CBlock,Gd,ALQ,1236,80,2136,TA,SBrkr,2036,0,0,2036,2,2,TA,8,2,Gd,Attchd,RFn,513,TA,0,0,375000
9600,OldTown,7,1925,Wd Sdng,TA,BrkTil,TA,LwQ,16,712,728,Ex,SBrkr,832,809,0,1641,0,1,Ex,6,1,Gd,Detchd,Unf,546,Fa,0,0,178000
7795,Gilbert,7,2004,VinylSd,Gd,PConc,Gd,GLQ,425,291,716,Ex,SBrkr,716,716,0,1432,1,2,Gd,6,1,Gd,Attchd,Fin,432,TA,100,51,188500
13005,NWAmes,7,1980,CemntBd,Gd,CBlock,Gd,GLQ,692,153,845,TA,SBrkr,1153,1200,0,2353,1,2,Ex,10,1,TA,Attchd,RFn,484,TA,288,195,260000
9000,Somerst,8,2006,VinylSd,Gd,PConc,Gd,Unf,0,1088,1088,Ex,SBrkr,1088,871,0,1959,0,2,Gd,8,1,Gd,Attchd,RFn,1025,TA,208,46,270000
9900,NoRidge,7,1993,HdBoard,Gd,PConc,Gd,GLQ,987,360,1347,Ex,SBrkr,1372,1274,0,2646,1,2,Gd,9,1,TA,Attchd,RFn,656,TA,340,60,260000
14115,NWAmes,7,1980,Plywood,TA,CBlock,Gd,GLQ,1036,336,1372,TA,SBrkr,1472,0,0,1472,1,2,TA,6,2,TA,Attchd,Unf,588,TA,233,48,187500
8544,NAmes,3,1949,Stucco,TA,Slab,NA,NA,0,0,0,Fa,FuseA,1040,0,0,1040,0,2,TA,6,0,NA,Detchd,Unf,400,TA,0,0,87500
8849,NridgHt,9,2005,MetalSd,Ex,PConc,Ex,GLQ,28,1656,1684,Ex,SBrkr,1684,0,0,1684,0,2,Ex,6,1,Ex,Attchd,RFn,564,TA,495,72,266000
2592,MeadowV,5,1976,CemntBd,TA,CBlock,Gd,Rec,129,175,536,TA,SBrkr,536,576,0,1112,0,1,TA,4,0,NA,Attchd,Unf,336,TA,182,0,85000
6435,BrkSide,6,1939,MetalSd,TA,BrkTil,TA,Unf,0,972,972,Gd,SBrkr,972,605,0,1577,0,1,Fa,6,1,Gd,Detchd,Unf,312,TA,0,0,140200
12772,NAmes,6,1960,MetalSd,TA,CBlock,TA,BLQ,498,460,958,TA,SBrkr,958,0,0,958,0,1,TA,5,0,NA,Attchd,RFn,301,TA,0,0,151500
17600,NAmes,6,1960,Wd Sdng,TA,CBlock,TA,BLQ,1270,208,1478,Ex,FuseA,1478,0,0,1478,1,2,TA,6,2,Gd,Attchd,Unf,498,TA,0,40,157500
2448,NridgHt,7,2003,VinylSd,Gd,PConc,Gd,GLQ,573,191,764,Ex,SBrkr,764,862,0,1626,1,2,Gd,6,0,NA,BuiltIn,RFn,474,TA,0,27,154000
20431,NridgHt,9,2005,CemntBd,Ex,PConc,Ex,GLQ,1410,438,1848,Ex,SBrkr,1848,880,0,2728,1,2,Ex,10,2,Ex,Attchd,Fin,706,TA,0,0,437154
7820,NridgHt,9,2007,MetalSd,Ex,PConc,Ex,Unf,0,1869,1869,Ex,SBrkr,1869,0,0,1869,0,2,Ex,6,1,Gd,Attchd,RFn,617,TA,210,54,318061
5271,ClearCr,7,1986,Wd Sdng,TA,PConc,Gd,GLQ,1082,371,1453,Gd,SBrkr,1453,0,0,1453,1,1,Gd,6,1,TA,Attchd,RFn,445,TA,0,80,190000
9084,Edwards,5,1941,VinylSd,TA,CBlock,TA,LwQ,236,0,616,TA,SBrkr,616,495,0,1111,0,1,TA,5,0,NA,Detchd,Unf,200,TA,48,0,95000
8410,Edwards,5,1910,Wd Sdng,TA,PConc,TA,Unf,0,658,658,TA,SBrkr,658,526,0,1184,0,1,TA,8,0,NA,NA,NA,0,NA,0,151,81000
7200,Edwards,6,1976,MetalSd,TA,CBlock,TA,ALQ,631,410,1041,Ex,SBrkr,1125,0,0,1125,1,1,TA,6,1,Fa,Detchd,Unf,352,TA,296,0,125000
9382,CollgCr,7,1999,VinylSd,Gd,PConc,Gd,Unf,0,1468,1468,Ex,SBrkr,1479,0,0,1479,0,2,Gd,6,0,NA,Attchd,RFn,577,TA,120,25,191000
12474,NridgHt,10,2007,VinylSd,Ex,PConc,Ex,GLQ,1280,402,1682,Ex,SBrkr,1742,590,0,2332,1,2,Ex,9,1,Ex,BuiltIn,Fin,846,TA,196,134,426000
8405,Edwards,5,1900,MetalSd,TA,BrkTil,TA,Rec,241,229,861,Ex,SBrkr,961,406,0,1367,1,1,TA,7,0,NA,Detchd,Unf,384,TA,0,130,119000
12209,Mitchel,6,2001,VinylSd,TA,PConc,Ex,ALQ,690,114,804,Ex,SBrkr,804,1157,0,1961,1,2,Gd,7,1,TA,BuiltIn,Fin,560,TA,125,192,215000
8339,NAmes,5,1959,MetalSd,TA,Slab,NA,NA,0,0,0,TA,SBrkr,882,0,0,882,0,1,TA,5,0,NA,Attchd,RFn,294,TA,0,0,106500
7446,BrkSide,4,1941,WdShing,TA,CBlock,TA,Rec,266,522,788,TA,FuseA,788,0,0,788,0,1,TA,4,2,TA,NA,NA,0,NA,0,0,100000
10134,OldTown,5,1940,MetalSd,TA,CBlock,TA,Unf,0,735,735,Gd,FuseA,735,299,0,1034,0,1,TA,5,0,NA,Detchd,Unf,240,TA,0,39,109000
9571,Edwards,5,1956,Wd Sdng,TA,CBlock,TA,BLQ,739,405,1144,TA,SBrkr,1144,0,0,1144,1,1,TA,6,0,NA,Attchd,Unf,596,TA,44,0,129000
7200,CollgCr,5,1972,MetalSd,TA,CBlock,TA,Rec,777,117,894,TA,SBrkr,894,0,0,894,0,1,TA,6,0,NA,Detchd,RFn,600,TA,215,0,123000
11120,Veenker,6,1984,Plywood,TA,PConc,Gd,BLQ,660,572,1232,TA,SBrkr,1232,0,0,1232,0,2,TA,6,0,NA,Attchd,Unf,516,TA,0,0,162500
13688,NridgHt,9,2003,VinylSd,Gd,PConc,Ex,GLQ,1016,556,1572,Ex,SBrkr,1572,1096,0,2668,1,2,Ex,10,2,Gd,BuiltIn,Fin,726,TA,400,0,412500
12182,NridgHt,7,2005,VinylSd,Gd,PConc,Gd,BLQ,1201,340,1541,Ex,SBrkr,1541,0,0,1541,0,2,Gd,7,1,Gd,Attchd,RFn,532,TA,0,70,220000
5500,OldTown,4,1956,MetalSd,TA,CBlock,TA,Unf,0,882,882,Ex,SBrkr,882,0,0,882,0,1,TA,4,0,NA,NA,NA,0,NA,0,0,103200
5400,OldTown,6,1926,MetalSd,TA,BrkTil,TA,LwQ,370,779,1149,Gd,FuseA,1149,467,0,1616,0,2,Gd,5,0,NA,Detchd,Unf,216,TA,0,0,152000
11248,CollgCr,9,2002,VinylSd,Gd,PConc,Gd,GLQ,1059,567,1626,Ex,SBrkr,1668,0,0,1668,1,2,Gd,7,1,TA,Attchd,Fin,702,TA,257,45,285000
4400,OldTown,6,1920,Stucco,TA,BrkTil,Fa,Unf,0,648,648,TA,FuseA,734,384,0,1118,0,1,TA,6,0,NA,Detchd,Unf,440,TA,0,0,116000
6000,BrkSide,6,1926,Wd Sdng,Gd,PConc,TA,Unf,0,884,884,Gd,SBrkr,904,0,0,904,0,1,TA,4,0,NA,Detchd,Unf,180,TA,0,0,119000
4280,Crawfor,5,1913,WdShing,TA,PConc,TA,LwQ,365,75,440,TA,SBrkr,694,0,0,694,0,1,Gd,4,1,Gd,Detchd,Unf,352,Gd,0,0,90350
12354,Edwards,6,1920,Wd Sdng,TA,BrkTil,TA,Unf,0,684,684,Gd,SBrkr,684,512,0,1196,0,1,Gd,7,0,NA,Detchd,Unf,528,TA,0,46,110000
15431,NridgHt,10,2008,VinylSd,Ex,PConc,Ex,GLQ,1767,788,3094,Ex,SBrkr,2402,0,0,2402,1,2,Ex,10,2,Gd,Attchd,Fin,672,TA,0,72,555000
12108,Edwards,4,1955,VinylSd,TA,CBlock,TA,ALQ,133,1307,1440,TA,FuseF,1440,0,0,1440,0,2,Fa,8,0,NA,NA,NA,0,NA,0,0,118000
6240,BrkSide,5,1930,MetalSd,TA,PConc,TA,Unf,0,1078,1078,TA,SBrkr,1128,445,0,1573,0,2,TA,8,1,Gd,Detchd,Unf,360,TA,0,0,162900
3922,Blmngtn,7,2006,WdShing,Gd,PConc,Ex,Unf,0,1258,1258,Ex,SBrkr,1258,0,0,1258,0,2,Gd,6,1,Gd,Attchd,Fin,648,TA,144,16,172500
8750,CollgCr,7,1994,VinylSd,Gd,PConc,Gd,GLQ,642,273,915,Ex,SBrkr,933,975,0,1908,1,2,Gd,8,1,TA,Attchd,Unf,493,TA,144,133,210000
9855,Edwards,6,1956,Wd Sdng,TA,CBlock,TA,Unf,0,1436,1436,Fa,SBrkr,1689,0,0,1689,0,1,TA,7,1,Gd,Attchd,Unf,480,TA,0,0,127500
16492,NAmes,6,1966,BrkFace,Gd,CBlock,TA,ALQ,247,557,1517,Ex,SBrkr,1888,0,0,1888,0,2,Gd,6,1,Gd,Attchd,Fin,578,TA,0,0,190000
16033,NridgHt,9,2004,VinylSd,Gd,PConc,Ex,GLQ,1261,572,1833,Ex,SBrkr,1850,0,0,1850,1,2,Gd,8,1,Gd,Attchd,Fin,772,TA,519,112,326000
11846,NridgHt,9,2003,VinylSd,Gd,PConc,Ex,GLQ,1567,225,1792,Ex,SBrkr,1792,0,0,1792,1,2,Ex,6,1,Gd,Attchd,Fin,874,TA,206,49,374000
2500,OldTown,7,1915,Stucco,Gd,PConc,TA,ALQ,299,611,910,Ex,SBrkr,916,910,0,1826,1,1,Ex,7,1,Gd,Attchd,Unf,164,Fa,0,0,155000
4500,Mitchel,6,1998,VinylSd,TA,PConc,Ex,GLQ,897,319,1216,Ex,SBrkr,1216,0,0,1216,1,2,TA,5,0,NA,Attchd,Unf,402,TA,0,125,164000
7758,Sawyer,5,1962,HdBoard,TA,CBlock,TA,ALQ,588,411,999,Gd,SBrkr,999,0,0,999,1,1,Gd,6,0,NA,Detchd,Unf,264,TA,0,132,132500
9600,NAmes,5,1950,MetalSd,Gd,CBlock,TA,ALQ,607,506,1113,Gd,SBrkr,1113,0,0,1113,0,1,Gd,5,1,Gd,Attchd,Unf,264,TA,0,80,147000
10289,NAmes,5,1965,MetalSd,TA,CBlock,TA,ALQ,836,237,1073,TA,SBrkr,1073,0,0,1073,1,1,TA,6,0,NA,Attchd,RFn,515,TA,0,0,156000
